v_comp,v_coop
4.832397214052305,5.025278700409016
4.832943938679675,5.025989126762993
4.833298580464408,5.026670915848964
4.833926525640636,5.027429614373162
4.834244146222041,5.028034059999288
4.834536146288737,5.028748331104262
4.835090168817148,5.0293597571857
4.83548396025893,5.030117672339568
4.83601122351207,5.030904091708168
4.8364804635622765,5.031535953226302
4.836778751649012,5.03205971966701
4.8373164514009215,5.03289712115409
4.837744013746827,5.0335008793247304
4.838354232697925,5.034115517806196
4.838780019564841,5.0346027564853015
4.839098752711363,5.0352529288558
4.839663311485646,5.035870131581066
4.840035396870492,5.03663223754402
4.840700428226145,5.037174703768871
4.841240600944524,5.037587116531741
4.841812607637804,5.038327769105466
4.842215950687474,5.038883989760058
4.842803122522909,5.039559022402147
4.843473796585214,5.040413716773019
4.843895525008945,5.041215220395225
4.844566681043903,5.041949007575458
4.844984664348431,5.042611082112983
4.845287350204683,5.0431843236395695
4.8457975913994815,5.0437716879103816
4.846289242490029,5.044375254518758
4.846641624369643,5.045161023001715
4.846859415451626,5.045552975450671
4.847400115916004,5.046242691780986
4.8478815624039004,5.04666362954839
4.8484764626234815,5.047083966958789
4.848825470115361,5.047507506150383
4.84914308208706,5.048185841637072
4.849616145006845,5.0488591301564805
4.849968970326227,5.049647683064008
4.8505129816052746,5.050363507135213
4.851030330965175,5.051190845137598
4.851608839035438,5.051865401369908
4.851843180804631,5.052420918942826
4.852222897931838,5.053374460573014
4.852813230192018,5.05412650940332
4.853457681159416,5.054836662001083
4.854093751686209,5.055690238378629
4.854317337154308,5.056352206556908
4.854839996891328,5.05698008354376
4.855432420441077,5.057638699169904
4.856250457385428,5.058280066681199
4.856536229922509,5.059050400769271
4.856994230176372,5.059782524148529
4.857370823393215,5.060229472286062
4.857840949410141,5.061033012427688
4.85793465337147,5.061740080865574
4.858606530965303,5.062220834170711
4.859184928839943,5.0629020400512506
4.859598973541745,5.0636498136487065
4.8602639481993295,5.064474174661647
4.860679488931945,5.064594515721093
4.861112579040231,5.065061807896577
4.861504704811586,5.0659254301574395
4.861759224895079,5.0665917379301595
4.862389449627862,5.067136437921442
4.862847923642266,5.067753410185236
4.863436512964851,5.068428926356874
4.863820408476482,5.069142740856494
4.864345093665185,5.0698069034355155
4.864660508479195,5.070598972798329
4.865174350280416,5.071430927068816
4.865518867681955,5.07209751693201
4.8659609397618855,5.07288869958542
4.866412580472036,5.073518668946568
4.866922828732652,5.074252436543793
4.86745267178896,5.07502279382051
4.86781158819467,5.075829263975136
4.868358941503929,5.0765126647883045
4.869038382388886,5.077309915684538
4.869498581809164,5.077861870749745
4.869742130116715,5.07843614763888
4.870427024163508,5.07927654960103
4.871006664546103,5.079954087962182
4.871394334188903,5.080658823109912
4.872039230717491,5.081318024062183
4.872754321828285,5.0820525469933635
4.872873676239219,5.082659325238611
4.8732876324852175,5.083343989971119
4.8736989233659225,5.084128247471562
4.874168495836754,5.084792122045931
4.874437171080195,5.085497324039803
4.87501007939239,5.086149577417632
4.87560517906146,5.086917001701019
4.875932418346095,5.087676268717013
4.876520550506923,5.088356000624133
4.8770007926344885,5.089165995108129
4.877478423933131,5.089764079275372
4.878029205876389,5.090646541513566
4.878446501427983,5.0912352237926335
4.878853801705211,5.091712447407922
4.879213578119177,5.092472066545206
4.879733147692488,5.093179079594741
4.88002409778272,5.094034903539079
4.88061483086754,5.0948248686641655
4.880826958549614,5.0953490345958485
4.8813959932498046,5.096149951405095
4.881658122758843,5.096817754528987
4.882033256535393,5.0972750219652845
4.882442862111659,5.0980095651960236
4.88264991341044,5.098577506412602
4.883167566619633,5.0992365869612355
4.883596376022732,5.09973004296774
4.884085010141896,5.100530048533727
4.884528561042869,5.1012092297816345
4.8850394018559165,5.101838945446409
4.8854685846638,5.102384283609675
4.885710438346778,5.102931441311869
4.886077713306421,5.103383782565889
4.886688465420221,5.103896632542484
4.887179220087478,5.104384517484891
4.887494785882391,5.1050617616452545
4.887909229738634,5.105929106109516
4.88827464841489,5.106758534729428
4.888891464396426,5.1075281795934675
4.889492331266929,5.108309621264315
4.890019288753995,5.108899474898879
4.890564177310708,5.109710211508465
4.8908474110606175,5.1103692865337695
4.8912463782897735,5.11105715307366
4.891611572624336,5.111845549085898
4.891845630262503,5.112473067046439
4.892172335560972,5.113185894302673
4.8925768071085525,5.113856237986289
4.892917033936198,5.114497004950665
4.893483723780103,5.115127257180815
4.894200164826247,5.115976574533452
4.894741550293043,5.116349898279848
4.895314601774607,5.116941348088242
4.89576252931338,5.117619093519704
4.895837265064122,5.118373188451682
4.896293347992778,5.118974300534135
4.896780192711482,5.119693333966713
4.89720184924539,5.120161349416925
4.897619974617495,5.120896291907221
4.89820122066824,5.121538893725844
4.898652574871501,5.122069217260093
4.899099037820544,5.122607607806848
4.899701749988851,5.123213325708545
4.900043600017156,5.123918773868778
4.900682123091932,5.124606994805476
4.901180186150036,5.125384591504306
4.901770972030538,5.126072410255718
4.901977767373413,5.126995660147295
4.902135337313667,5.127471944425875
4.9025860542459645,5.128220536628777
4.9032460734781225,5.128968410806707
4.903325406054388,5.129768884385866
4.903740518334733,5.130536771379606
4.903992566245176,5.131077102315898
4.90437199188114,5.131978229751898
4.904879132008947,5.132375784770271
4.9054376903940105,5.132860887505203
4.905707413920674,5.1335152072710635
4.906170414670227,5.13408498984193
4.9064286219632685,5.134760011368384
4.906853353145686,5.135374063775846
4.907426998792183,5.136086648798629
4.907689952500855,5.136934096509345
4.908393887392569,5.137668854736831
4.90899234718456,5.138121981070468
4.909380194580281,5.138535596511434
4.909662223289357,5.1393556548306645
4.910034313807521,5.140157304489879
4.910300608936476,5.140923409721842
4.910996001862707,5.141321039974059
4.911571316884988,5.141776568168212
4.9120414154784005,5.142703002123529
4.912454096647175,5.143243742853083
4.912992365365872,5.143776213521694
4.913244179245136,5.144324451252152
4.913536097141791,5.144986002221474
4.9141129863137705,5.145569589177196
4.914469901001565,5.146065753142598
4.914678074377667,5.14659922031626
4.915169124579492,5.147231977675116
4.915449253660182,5.14797752633424
4.9155497123684455,5.148572679599089
4.915810386929268,5.1493642198227505
4.916132658658165,5.1501201124854195
4.916558950302612,5.150870954853924
4.917167940289627,5.151551300206936
4.917754859348485,5.152279491274351
4.91824388175704,5.152897486301144
4.918662981341747,5.15323008509888
4.919111708034598,5.1539407051380906
4.919566320057181,5.15452621179211
4.920075022437599,5.15540790755126
4.920646067861727,5.155885723278988
4.921194593055585,5.156602969196767
4.921654227591031,5.157342805362482
4.921951352040529,5.157962620223053
4.922496423102802,5.1589253543795675
4.92280284998972,5.159733240786096
4.923301075287747,5.160286682562912
4.923919647607005,5.160978005976596
4.924203625008186,5.161554630296583
4.924706228766559,5.161846551155387
4.925194219938744,5.162456751708006
4.925340538168116,5.163032055771472
4.925848911313755,5.163874282088396
4.926086128641702,5.1646154070453045
4.926615065456479,5.1652775217047475
4.92706385254438,5.165966847290045
4.92758458476886,5.166637334029843
4.928114259135005,5.167399929223862
4.928568513488625,5.168264220145555
4.929015812759339,5.169155287300537
4.929238332046668,5.169720653446276
4.929820954922279,5.170286033059337
4.930251109380102,5.170882367610255
4.930681546830229,5.171510405407029
4.9310646663561775,5.172415435639977
4.931379882680572,5.172927731864018
4.931971842377134,5.173637399933857
4.932475399336404,5.174337941480962
4.932984491406175,5.1748145263995795
4.933223091323447,5.175415034405683
4.933670212927934,5.175870266048907
4.934012953441939,5.176626508984602
4.93427305528217,5.177014457990031
4.934895881244238,5.1774471391971675
4.935264803293055,5.1780171657683685
4.935723117484715,5.17870485256957
4.935766991802354,5.179256287762428
4.936114675008608,5.179751103145762
4.93621604810938,5.180275323552443
4.936158618289896,5.181044411598629
4.936561615077373,5.181429029374077
4.9367659675873385,5.1822961234380625
4.937140398618592,5.183079358183746
4.937537821046086,5.183693934605626
4.937940651096126,5.184431787450773
4.938330588753948,5.185214628035451
4.938837488583068,5.185688775186429
4.939405071852595,5.186268565006968
4.939928633224542,5.186860638981242
4.940511107989798,5.187423737762343
4.940702461070498,5.188122273404575
4.940919930506414,5.188766368280298
4.941343916084351,5.189544958055046
4.941585031310569,5.1901326464650985
4.941968758576008,5.190723343015034
4.942296776158567,5.191471685388574
4.942847036914357,5.1921965779543555
4.943333587186974,5.192782155192211
4.943686012525413,5.193616374135408
4.944285630223358,5.194345013275732
4.944687459554224,5.194859761688734
4.94513814902875,5.1954913796869215
4.945510061867767,5.196169008401817
4.946236573973837,5.196792335894816
4.94640438929813,5.197613379914359
4.947022810884068,5.198289624358422
4.94732014225377,5.198962215066959
4.947395835477103,5.199556626175082
4.947474354620183,5.200117443468472
4.947800187321311,5.200810490217613
4.948052257308206,5.20117813937273
4.948285864475563,5.201941136661672
4.948503457699605,5.202551471228366
4.948765539978287,5.203051896378109
4.9488674939749,5.203498641824643
4.949072933682702,5.2040559672115165
4.9496049228624335,5.204834554220257
4.950271041658311,5.205475770347421
4.950376117571516,5.20621133618087
4.950806211852816,5.206854574329022
4.951344358431428,5.2073573586520325
4.951369342466349,5.2079419304343375
4.951676558876739,5.208555945568671
4.952350924468276,5.209231504738853
4.952459048792292,5.209718280756947
4.952870390150883,5.210477458435708
4.95308773175031,5.211053864808015
4.953349909226327,5.211601524979521
4.953616892949314,5.211922224563949
4.954015061343212,5.212427753087305
4.954457665197516,5.2131544752014785
4.954984471415907,5.213775836056515
4.955206391809564,5.21445946722548
4.955574584562095,5.214943948133662
4.955859883104449,5.215516808133454
4.956646924166799,5.216053693472853
4.9570798994610605,5.216869687014531
4.957632325091623,5.217220003661255
4.958056466538304,5.218013639981831
4.958646331710105,5.218745461041034
4.958915522701776,5.219231879598081
4.959024104851315,5.219631104516938
4.959598323446993,5.22024286512075
4.959958237258034,5.220882098192306
4.9605162656892015,5.221217236560248
4.96091359564126,5.221675102036828
4.961661479605862,5.222209206306369
4.961865289952093,5.222714863055154
4.962006309034123,5.2232871402986625
4.962318377372445,5.2239070565559445
4.9626025338566,5.224602583133382
4.962854934118164,5.2252414602105945
4.963036415957533,5.225990300385663
4.963462923268409,5.226437865539847
4.963981729030229,5.226907368530036
4.964173126685616,5.2274560851240315
4.964519353891384,5.228096363155943
4.964742024819232,5.228583127009945
4.96538737155884,5.22915405875687
4.965554858817062,5.229699373009133
4.96584191952032,5.229987179158099
4.966230335461479,5.2306612536891075
4.966471437185164,5.230914226460522
4.966591201964126,5.231406942664532
4.966818519315892,5.231820301598393
4.967074891387194,5.232155904772463
4.967312972635876,5.232522668997856
4.96799352593907,5.23302737088085
4.968392276330139,5.2336920721066695
4.968711623281624,5.2341681560110915
4.96856036951124,5.2345888297778655
4.968831111671266,5.234917908914993
4.969153536395984,5.235361533400983
4.969499180608715,5.235733910379399
4.969916232220498,5.235929273523278
4.9700373786563565,5.236701327658866
4.970403045727726,5.2370430516527335
4.970838680163037,5.237641655869302
4.971487816687184,5.238231240823665
4.972045883890701,5.238725513480334
4.9722328877831234,5.238942725999406
4.972412365550127,5.2395026910552
4.972716535540082,5.240080923873371
4.973096636166773,5.24078134147662
4.97341433711469,5.241445622115147
4.973471028289204,5.241704247559306
4.973712858344945,5.242334886033272
4.974103920324746,5.243017681772377
4.9744967262865165,5.243551211735492
4.974729119331593,5.244155851729942
4.975108163802994,5.244683524502948
4.975442464089043,5.24500336686534
4.975694170830497,5.245580824656777
4.976250678967055,5.246138372124131
4.97648138681073,5.246753049531051
4.976774361680989,5.247462546982128
4.977049005752776,5.247859695043823
4.977232071462417,5.24830585880788
4.977650100067527,5.248713465360648
4.977735522223825,5.249288126991746
4.977991432266788,5.249775825079442
4.978587058566285,5.250280244888592
4.979200951309932,5.25078154320283
4.979537427252819,5.251195498899289
4.979666299130819,5.251720053537182
4.979811731668727,5.252303378469373
4.980434260711192,5.252901629709833
4.980629552409294,5.25334354350816
4.981028491341688,5.253855361060543
4.981430720553542,5.254407549134872
4.9815380446785325,5.2549615906222416
4.981716702105112,5.255401593230742
4.981911699493984,5.25593813545559
4.982211155028717,5.2562636690205675
4.982545145943243,5.256378419257351
4.9828345780232,5.256574559572167
4.982988463999248,5.25705452002771
4.98311983898011,5.257496589761727
4.983545096929883,5.258028937754576
4.983935724197539,5.25838542316797
4.984371230779922,5.258847901974717
4.984803224929626,5.2591939245399475
4.9850146212298325,5.259555790439189
4.985264759576361,5.259983781768657
4.98548357180566,5.260509185535212
4.985614549710909,5.261175226228979
4.986090657747564,5.261731827285835
4.986261364880757,5.262285941493812
4.98673734158898,5.262474916638708
4.987024915720195,5.262938615209798
4.987405181596556,5.263334245753126
4.98762653401797,5.263383779698197
4.9880498645748,5.263788512910785
4.988286829498047,5.26437940078485
4.988463299263881,5.264992891372241
4.989005318194353,5.265557061774628
4.9894835783429325,5.2662168550442185
4.989438777161178,5.266822935409396
4.989977408542753,5.267341774912823
4.990403829600228,5.267781227840342
4.99069683912583,5.2685021359908095
4.9908742525253285,5.268979548088836
4.991305013121968,5.269243853551288
4.991631806229188,5.269507186058605
4.991935919766582,5.269959993639844
4.992217263629617,5.270311654124991
4.992434024771678,5.270673392130738
4.992909490936456,5.271163739370096
4.993498508732183,5.2713490638925915
4.993731500567604,5.271616193124865
4.994113801116234,5.271943436854298
4.994277650065768,5.272555359518935
4.994483689127874,5.273012632733121
4.9947681689116,5.273384852329998
4.9950575292426,5.273681231693939
4.995650770849997,5.2741430698987015
4.995688667377002,5.274366807203358
4.995905353508028,5.274849178937916
4.996107752733841,5.275176280758115
4.996364629729515,5.275574143369351
4.99665347259082,5.275768845928635
4.996850059484722,5.276263467758794
4.99749187403405,5.276668380590081
4.997709015235323,5.276879586748929
4.998070827731439,5.277095308405573
4.998477456237726,5.277371379860295
4.998682212769143,5.277510012777244
4.998989287770725,5.278007928328092
4.99926158840606,5.278559301925936
4.999723897952572,5.279079400966719
4.999922765286487,5.2793232859452015
5.000153288698522,5.279578775439549
5.00057790617674,5.280127110521694
5.001024433286666,5.280696467465159
5.001271023995494,5.281156887953646
5.001442635253343,5.281512973466999
5.001635721935474,5.282090621568977
5.001817488313351,5.2825547536773865
5.001982312058157,5.282720366915617
5.002355245735518,5.283182159860426
5.002517851464363,5.283771859381382
5.002885346885578,5.284356252073172
5.003109685214487,5.284860348894175
5.003222661198776,5.285245407247403
5.0034776386612725,5.2856207980873195
5.003858722542511,5.28593082169433
5.003947419217503,5.286215005382256
5.004333976353328,5.286787867335761
5.004817194358309,5.287162120451143
5.005045055361219,5.287483623046645
5.005480880512104,5.287824718572863
5.005778724939104,5.288222691144069
5.005948212051526,5.288907277909259
5.00636396084662,5.289416608013622
5.006647159170465,5.289907680065603
5.007086758934454,5.290293017928828
5.007203912700057,5.2905155968840125
5.007667032762606,5.290952315372654
5.007591987934168,5.291123429175259
5.008057255492906,5.29170235298322
5.008080685457048,5.292206435545736
5.008397404584104,5.292606283972505
5.008570770892932,5.293090128591353
5.008911860081667,5.293508915502681
5.009028475582489,5.293839964967353
5.009292285861075,5.294325328746279
5.009630097358066,5.294826190954991
5.00995808813268,5.295254155326767
5.010113971563804,5.295581809589245
5.010350227432643,5.2958975297604605
5.010824652561219,5.2961582997643
5.011008741520103,5.296470678761833
5.011492881043052,5.296686308123092
5.011943482306827,5.296911196394763
5.0121180552306726,5.297243492740642
5.012189273396944,5.2975794668673615
5.012801802348757,5.297941580007572
5.013127813960179,5.298450678616849
5.013542402923957,5.298887760444214
5.013924455384592,5.29902248135731
5.013847128429253,5.299425170089572
5.01396716668309,5.299796052548459
5.01421130191004,5.300316944538196
5.014660416371371,5.300833421291815
5.014974553549554,5.301250415407588
5.015318493689594,5.301679640549701
5.015723781780294,5.302204103548716
5.016218529074357,5.302695770051518
5.016587978576716,5.303159948086697
5.016776221053428,5.303643403504438
5.0170165019842665,5.303871218724857
5.017454020436729,5.30412031917421
5.017731726921902,5.304590990463053
5.018009202953361,5.304747557465024
5.018052536704339,5.305202835219181
5.018521363823112,5.305357330616601
5.01889085179215,5.3056923869276265
5.019314491801516,5.305922205838557
5.01986440311442,5.306277983864933
5.02007504432126,5.306718039159367
5.020693328730927,5.306934791832393
5.020769084195131,5.306953578875559
5.020987264738738,5.3072013123520385
5.021222756040529,5.307355446071678
5.021577962172492,5.307601066337808
5.021577183510025,5.307752772808057
5.021867041762739,5.308026527292384
5.022211056746671,5.3083207985456005
5.022249827894149,5.308755355786482
5.022343674128302,5.309141902797144
5.022736781365422,5.309498145981316
5.0225283767105084,5.30990892863582
5.022997798705186,5.3100441768318
5.023341597461097,5.310495321510614
5.023747321768513,5.310825291360426
5.024017261042291,5.31090923961501
5.024217962728844,5.3113452874291
5.024753203097335,5.311336460352681
5.024839441858108,5.311720046504605
5.025345576662314,5.312107091068761
5.025401512851163,5.312514597752597
5.025798423019103,5.312789329993739
5.026034310498977,5.312964322089606
5.026357815372062,5.313467455750332
5.026663190668961,5.313847585307275
5.026953212225626,5.314263850183988
5.027344882242211,5.314569112251874
5.027662119047492,5.315080301520453
5.028028868035897,5.315174962343959
5.028516028281684,5.315498317192367
5.028410002722353,5.315780338877077
5.02870471119643,5.316225367821052
5.028883013895111,5.316577723262468
5.028949415269196,5.31692693178454
5.028954848857483,5.317360466141818
5.028931507230942,5.317792924414024
5.029063492611634,5.318144938700822
5.029322298104519,5.318155310296754
5.029481618346245,5.31842808486666
5.029752477268671,5.31826000372986
5.029919653880453,5.3188798609813945
5.030270907237748,5.318845847120801
5.030477775841298,5.319265677560564
5.030907497176325,5.319619218246085
5.031189056592249,5.3198665401436465
5.031294056735095,5.320140356578982
5.031752374974029,5.32041578401672
5.031737482624255,5.320671977660441
5.031857106531112,5.321097971725317
5.03181038493244,5.321495195647564
5.03147729563737,5.321986397741829
5.031705319120649,5.322152263851131
5.031578969417125,5.3224709471021
5.031745789035609,5.322559934943916
5.032123321770897,5.32292860666697
5.03227175646484,5.323175213890096
5.032384329615048,5.323368153370374
5.03245636630642,5.323692883113441
5.03269345088768,5.323957949185641
5.03294915867221,5.324406409063945
5.032881078267143,5.324845230069978
5.03311072840794,5.32515312735989
5.033413908038511,5.325578150750069
5.033589997394914,5.325834505033782
5.033687267586068,5.326302990709145
5.034154599108032,5.326681635077373
5.034707088141993,5.3272527007703925
5.034992034421455,5.327502296863938
5.035273001420437,5.327745995170019
5.035381788518956,5.327903078475691
5.0355818876057805,5.328352267657498
5.035608575114826,5.328688013934004
5.035695186658431,5.328867660457076
5.036141652725979,5.329298325617783
5.03634595508256,5.329581271408389
5.036588471950863,5.3298187808226976
5.036636574598735,5.3299178757094925
5.03675900492914,5.330219359464797
5.037124506266766,5.330677186614281
5.037152208779748,5.330895746911528
5.037126243479165,5.331090562591887
5.037279171694418,5.331156014288781
5.037503659170938,5.331516840084923
5.037634922799522,5.331972670057121
5.037846054715015,5.332316430409751
5.038033647219071,5.332514872019459
5.038320600816909,5.332791674392297
5.038560314703148,5.333027425608659
5.038592041457628,5.333375213605497
5.038972908127488,5.333830398846813
5.039212239040002,5.333963316108692
5.039447190537813,5.3341553721012795
5.039666541152774,5.334424809368403
5.040070581811243,5.3345310874765755
5.040322372675744,5.3349692777244755
5.040469172389254,5.335410585192278
5.0406519393401545,5.335864693657908
5.040940166203146,5.336139960847938
5.041207064157958,5.336261329366953
5.041052404710001,5.336464063456591
5.041363955581744,5.336791538971932
5.041243280746133,5.33701198724514
5.041313820695967,5.337341936070507
5.041688572043332,5.337458455297287
5.041783416382502,5.3376483158423484
5.0421479926122,5.338006260116691
5.042330921885537,5.338203252773771
5.042589660149385,5.338426235604752
5.042725003315449,5.3386683755826905
5.042864108498248,5.338815306533685
5.042872691478616,5.3389810241652365
5.042853237206611,5.339151352714479
5.043261008898022,5.339114212054287
5.043450996570585,5.339376159025335
5.043429881875653,5.339575022184919
5.043852369319195,5.33976107783637
5.04427123406214,5.340033489218542
5.044455510381823,5.3403965247879
5.044633636051268,5.340541716098769
5.044760870805354,5.3409723174847565
5.044977971882123,5.341273744406293
5.045116176189079,5.341534780159975
5.045268190767639,5.3418123763317595
5.045157838040152,5.341979901124673
5.045515093774515,5.3424394518907565
5.045727740473189,5.342787910887468
5.046005762835,5.343182646244313
5.046261864002408,5.34346244144865
5.046548176078065,5.34399224270083
5.04659107047572,5.344203528882433
5.046425893104817,5.344275673163166
5.04654691466824,5.344596114971777
5.046757882077116,5.344797755783543
5.047210110903128,5.344678638030379
5.047578788025365,5.3450787269653945
5.047768655629247,5.34513214508833
5.048003156304484,5.345388518955802
5.048041204426352,5.345618379163776
5.048406235326553,5.345781793825557
5.048673524770752,5.345964408075498
5.049005786857359,5.346133091332599
5.048939768851447,5.345990998567799
5.049030405149193,5.346277882145161
5.049278466514426,5.346529842808036
5.049638360307661,5.346869721876495
5.049779694481491,5.347101900549968
5.049720860257516,5.3474222857701115
5.049735896379891,5.347774145379539
5.050227665419749,5.348167778737988
5.050154292652374,5.348294414685828
5.050520428995493,5.348708782136579
5.050436065796687,5.348892339369284
5.050627635931607,5.349154567338928
5.050827714721655,5.349449034399726
5.050957376293653,5.3497605862974
5.051203537662449,5.349640684832297
5.051569978780962,5.349989207596222
5.051802472871737,5.350403066352866
5.052004145143909,5.3508302713937566
5.052398392739867,5.351063967380344
5.05255021333218,5.351181133893567
5.052719731240164,5.351354078430119
5.05296399215203,5.351544777175815
5.053037078672685,5.351767884379038
5.053086590340601,5.352024661488423
5.052972230353196,5.352063604103653
5.053098268099339,5.352383612710588
5.053183840651532,5.352560871473515
5.053380035080422,5.352764939882656
5.053479100730067,5.352974350753433
5.053883806003671,5.353118040215501
5.054091370840812,5.353185212411936
5.054277557103095,5.353262428551902
5.054382486899009,5.353503505824729
5.054628080829808,5.35373209287064
5.054802234727573,5.354039056218885
5.054789303565005,5.35418216841247
5.054904443071838,5.354664292963552
5.055238213128762,5.354926156569769
5.055468720041061,5.355000964375371
5.05558118467443,5.3551938579723615
5.055453908205109,5.355547183637524
5.055706090607832,5.355929784342842
5.056080025001924,5.356110280932085
5.056481340526811,5.356601363285725
5.056474531072771,5.356977447202066
5.056545849279584,5.356989341302172
5.056766648261423,5.357123963232477
5.057017886229594,5.357174098990661
5.057247339312512,5.3573781164227645
5.057587381568297,5.357356118595127
5.057745314390871,5.3577190348840364
5.05754762238379,5.357995178861632
5.057781698510753,5.358347095587872
5.057859767613596,5.358484981396294
5.057967510860943,5.358734927325297
5.058354019117324,5.358976903681438
5.058346246523202,5.359221473629965
5.058700019993312,5.35942600203526
5.058706359558986,5.359539524866599
5.058902612308969,5.359621516394868
5.0593791081533,5.359786218233917
5.0595511545451695,5.36007500326815
5.059971886293256,5.360160017663751
5.06013215948934,5.3604803713968945
5.0600378046325645,5.360619010087554
5.060450994659678,5.360778363544052
5.060456773470364,5.360797817969054
5.060628588172879,5.361057166553773
5.0606788013345065,5.361149901150085
5.060755445694036,5.361441671216933
5.061036919379432,5.3617084720253665
5.061101991132992,5.361982135836928
5.061239509554708,5.361959632229335
5.061651480834941,5.362255360505412
5.061842058483368,5.362048348694328
5.061903246567019,5.362305102410329
5.061893567633897,5.362493011846882
5.062016924352445,5.362554056810044
5.062102782640405,5.362530540728414
5.06203189967144,5.362735829653648
5.062054357179258,5.363147578222615
5.062107377093702,5.363385206330033
5.062117934217262,5.36353179069377
5.06239892481395,5.363728228130163
5.062463250252936,5.3637128309150715
5.062512251167344,5.363934738645086
5.062661851124304,5.36428695472127
5.062817578782114,5.364626237382477
5.062872788284285,5.364780488265703
5.063042395904252,5.364941656809578
5.063318204083048,5.365080293884195
5.063370976153252,5.365189264878129
5.063631018877125,5.3653505881617685
5.063829474498124,5.365348287047968
5.064162869029223,5.365600965393246
5.063990134898724,5.365890526647598
